Customer ID,Customer Name,Prospect,Inactive,Bill to Contact First Name,Bill to Contact Last Name,Bill to Address-Line One,Bill to Address-Line Two,Bill to City,Bill to State,Bill to Zip,Bill to Country,Bill to Sales Tax ID,Ship to Address 1-Line One,Ship to Address 1-Line Two,Ship to City 1,Ship to State 1,Ship to Zipcode 1,Ship to Country 1,Ship to Sales Tax ID 1,Customer Type,Telephone 1,Telephone 2,Fax Number,Customer E-mail,Sales Representative ID,Account #,G/L Sales Account,Open Purchase Order Number,Ship Via,Resale Number,Pricing Level,Use Standard Terms,C.O.D. Terms,Prepaid Terms,Terms Type,Due Days,Discount Days,Discount Percent,Credit Limit,Credit Status,Charge Finance Charges,Due Month End Terms,Cardholder's Name,Credit Card Address Line 1,Credit Card Address Line 2,Credit Card City,Credit Card State,Credit Card Zip Code,Credit Card Country,Credit Card Stored Reference,Merchant ID,Last Known CC Number,Last Known CC Expiration Date,ACH Stored Reference,Last Known ACH Number,Use Receipt Settings,Customer Payment Method,Customer Cash Account,Name Long,Address,Mailing List?,Tax ID :,Br: Head Office,Customer Since Date,Last Statement Date,Customer Web Site,ID Replacement
LNKMECH01,"NK Mechatronics Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNMBMIN02-BANGPAIN,NMB-Minebea Thai Ltd.,FALSE,FALSE,,,"1 M.7, Phaholyothin Rd., KM.51","T.Chiang Rak Noi, A.Bang Pa-In",Ayutthaya Province,,13180,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.46E+11,Head Office,9/22/10,,,0
LNMBMIN03,NMB-Minebea Thai Ltd.,FALSE,FALSE,,,"5/2 Moo 8, Phaholyothin Road,","Km.149, T. Nikom Sang Ton-Eng",A.Muang  Lopburi,,15000,Thailand,,,,,,,,,,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.46E+11,4,11/22/17,,,0
LNOBLE01,"Noble Precision(Thailand) Co., Ltd.",FALSE,FALSE,,,"36 Moo1,Hi Tech Industrial Est","T.Babpo,A.Bangpa-in",Ayutthaya,,13160,,,,,,,,,,L,035-351831-35,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,7/4/2008,,,0
LNSWTHA01,"NSW (Thailand) Co., Ltd.",FALSE,FALSE,,,700/906  M.5  T.Nong Khaka,A.Panthong Chonburi,20160,,,Thailand,,700/906 M.5 T.Nong Khaka,A.Panthong Chonburi,20160,,,Thailand,,L,038-212360-4,,038-212357,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,,,,0
LNTB&WE01,"N.T.B. & W. Engineering Co., Ltd.",FALSE,FALSE,,,"243/1 ,M.7, T.Lamtasao,","A.Wangnoi, Ayutthaya",,,13170,,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,7/2/2009,,,0
LOHGITA01,"Ohgitani (Thailand) Co., Ltd.",FALSE,FALSE,,,143 M.1 Hitech Industrial,Estate T.Baan-Lane A.Bangpa-In,Ayutthaya,,13160,,,,,,,,,,L,035-314088,,035-314079-80,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,,,,0
LOILSER01,"Oil Service and Transport Ltd.,Part.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LOKIDAT01,Oki Data Manufacturing (Thailand),FALSE,FALSE,,,1/39  Moo 5 Tambol Kanham,Amphur U-Thai,Ayutthaya,,13210,,,1/39 Moo 5 T.Kanham,A.U-Thai  Ayutthaya,13210,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.46E+11,HEAD OFFICE,,,,0
LOMRONA01,"Omron Automotive Electronics Co.,Ltd.",FALSE,FALSE,,,1/81 Moo 5 T.Kanham A.U-Thai,Ayutthaya 13210 Thailand,,,,,,1/81 Moo 5 T.Kanham A.U-Thai,Ayutthaya 13210 Thailand,,,,,,,035-227169-74,,035-227167,,,,6111-2141-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,Ms.Bang-on Utornkham # 223,,,1.46E+11,Head Office,1/21/13,,,0
LOPTREX01,"Optrex (Thailand) Co., Ltd.",FALSE,FALSE,,,"86/1  M.4, NRIE,","T.Ban-Klang, A.Muang,",Lumphun,,51000,,,,,,,,,,L,053-581-530-2,,053-581-556,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LPANASO01,Panasonic Automotive Systems Asia,FALSE,FALSE,,,"Pacific Co.,Ltd. No.101 M.2",T.Bangsaothong A.Bangsaothong,Samutprakarn,,10570,Thailand,,,,,,,,,L,,,,,,,6111-2141-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.16E+11,Head Office,5/4/2010,,,0
LPANASO02,"Panasonic Management (Thailand) Co.,Ltd",FALSE,FALSE,,,"Q.House Ploenjit Bldg.,9th and","17th Fl.598 Ploenchit Rd.,","Lumpini,Pathumwan",,Bangkok 1033,Thailand,,"9th Fl,Q.House Ploenchit","Building,598 Ploenchit Rd.,","Lumpini,Pathumwan",,Bangkok 1033,Thailand,,,02-6490888,,02-6509954,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Branch 00002,10/4/2012,,,0
LPATCHA01,"Patcharapol Archtecher Ltd.,Part.",FALSE,FALSE,,,30/2 Moo 8 T.Karnham,A.U-Thai,Ayutthaya,,13210,,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,9/19/08,,,0
LPATHUM01,Pathum Transport Limited Part.,FALSE,FALSE,,,66/53 Moo 19 T.Klongnueng,A.Klongluang Pathumtani 12120,,,,Thailand,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.34E+11,Head Office,9/24/14,,,0
LPERFEC01,Perfect Compressed Air Technology,FALSE,FALSE,,,"Co.,Ltd. 119/18 M.11","Soi Tiwanon 3, Tiwanon Rd.,","T.Taladkhuan,Muang",,Nonthaburi,,,,,,,,,,L,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,6/27/11,,,0
LPHURIC01,"Phurichakant Polymer Co.,Ltd.",FALSE,FALSE,,,"20/5 M.8, 347 Bang Pa-In -","Bang Pahun Rd.,T.Taladkriap,","A.Bang Pa-In,",,Ayutthaya,,,,,,,,,,L,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,9/27/11,,,0
LPINSHI01,"Pin Shine Electronics (TH) Co., Ltd.",FALSE,FALSE,,,"810 M 4, Bangpoo Industrial","Estate Sukhumvit Rd.,T.Phraksa",Sumutprakarn,,10280,,,,,,,,,,L,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,9/6/2011,,,0
LPMCMOT01,"P.M.C. MOTOR WORK CO.,LTD.",FALSE,FALSE,,,29/290 M.1 SOI CHAGWATTANA,"GHAGWATANA 14 RD.,LAKSRI",BANGKOK,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,15,0,0,999999999,0,TRUE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LPRESSC01,"Press Craft (Thailand) Co., Ltd.",FALSE,FALSE,,,178 Moo 5 T.Klangdong,"A.Pakchong, Nakornratchasima",30320,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LQEFORL01,"Q.E.Forklift Engineering & Supply Ltd.,",FALSE,FALSE,,,"28/23 M.2, T.Klongsam,","A.KlongLuang, Pathumtani",,,12120,,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,Partnership,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,3/12/2008,,0
LRANPHO01,Ran Phothong Kakhongkao,FALSE,FALSE,,,Deed No.4432 M.4,T.Talingchan A.Bang pa-in,Ayutthaya,,,Thailand,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,3.14E+12,Head Office,11/29/16,,,0
LSAHARU01,"Saharungjoroen Plastic Co., Ltd.",FALSE,FALSE,,,"8/7 Moo 7, T.Napa,","A.Muang, Chonburi",,,2000,,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,10/23/08,,,0
LSAIYUD01,Mr.Saiyud Pakphotong,FALSE,FALSE,,,39 Moo.4 T.Talingchan,A.Bangpa-in Ayutthaya,13160,,,Thailand,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,3.14E+12,Head Office,3/29/14,,,0
LSANYOS01,"Sanyo Semiconductor (Thailand) Co., Ltd",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSEDAIK01,"Sedai Kasei (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSEIDAI01,"Seidai Kasei (Thailand) Co.,Ltd.",FALSE,FALSE,,,63 M.12 Rojana Industrial Park,"Phase3, Rojana Road, Thanoo,","Uthai, Ayutthaya",,13210,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSHIMOD01,Shimoda Trading (Thailand) Co.Ltd.,FALSE,FALSE,,,"54 B.B.Build.,16th Fl.,Sukhumv","21 Rd.,Kwaeng North Klongto",BANGKOK,,10110,THAILAND,,,,,,,,,,,,,,,,1133-0000-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,2/15/10,,,0
LSHINYA01,"Shinyama (Thialand) Co.,Ltd.",FALSE,FALSE,,,24/42 M.6 Bangna-Trad KM.25,"T.Bangsaothong,A.Bangsaothong",Samuthprakarn,,10540,THAILAND,,,,,,,,,,,,,,,,1221-0000-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,2/15/10,,,0
LSHONAN01,"Shonan Gousei (Thailand) Co.,Ltd.",FALSE,FALSE,,,"355 M.6, Suranaree Industrial","Zone Ratchasima, Chokchai Rd.,","A.Munag,",,,Nakhonratchasim,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSIAMAI01,"Siam Aisin Co.,Ltd.",FALSE,FALSE,,,235 Moo.7 Thatum District,"Srimahaphot,Prachinburi",25140,,,THAILAND,,235 Moo.7 Thatum District,"Srimahaphot,Prachinburi",25140,,,THAILAND,,,037 270100,,037 270221-2,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,6/25/13,,,0
LSIAMEN01,"Siam  Engineering  Plastic  Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSIAMMI01,"Siam Miyama Electric Co.,Ltd.",FALSE,FALSE,,,41 Moo.1 Rojana Industrial,"Park 2,T.Ban-Chang,A.U-Thai",Ayutthaya,,13210,Thailand,,,,,,,,,,035-746772-4,,035-746775,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,10/18/17,,,0
LSIAMPK01,"Siam PK Plus Co.,Ltd.",FALSE,FALSE,,,1/9 Moo.5 Rojana Ind.Zone C,T.U-Thai  A.U-Thai,Ayutthaya,,13210,Thailand,,1/9 Moo.5 Rojana Ind.Zone C,T.U-Thai  A.U-Thai,Ayutthaya,,13210,Thailand,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.46E+11,Head Office,1/28/15,,,0
LSIAMPO01,"Siam Poly (Thailand) Co., Ltd.",FALSE,FALSE,,,"Soi Prailaephuan 5, Sukhumvit","103, Banjak,Prakanong",Bangkok 10250,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,TRUE,FALSE,FALSE,0,0,0,999999999,0,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSIAMTH01,"Siam Thermo-Tech Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSIRINA01,"Sirinakorn Enterprise Co., Ltd.",FALSE,FALSE,,,54/2 M.9 Soi Kantana Bangyai,"Bangkoolad Rd., T.Bangmuang",A.Bangyai,,11140,Nonthaburi,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSKBCRE01,"SKB Creative Co., Ltd.",FALSE,FALSE,,,29/235-236 M.1 Wathoakabue,"bangkhuntien Rd,Sa-maedum,bang","khuntien,bangkok",,10150,Thailand,,,,,,,,,L,02-4163921-2,02-8496615-6,02-4163923,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSLIKTH01,"Slik (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSMPSIA01,"SMP Siam  Co., Ltd.",FALSE,FALSE,,,60/84 Moo 19 Phaholyothin Road,"Klongnueng,",PATHUMTHANI,,,THAILAAND,,60/84 Moo 19 Phaholyothin Road,"Klongnueng,",PATHUMTHANI,,,THAILAAND,,L,,,,,,,6179-2141-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,,6/14/16,,,0
LSODICK01,Sodick  Engineering Service (Thailand),FALSE,FALSE,,,"344/1,344/4 Soi Soonvijai 4,","Rama 9 Road, Bangkapi,",Huaykwang 10320,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSOMPOR01,Mr.Somporn  Tawarat,FALSE,FALSE,,,1699/25 Moo.2 T.Klongjig,A.Bang Pa-In Ayutthaya,,,,Thailand,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,3.44E+12,Head Office,6/5/2017,,,0
LSONIXT01,"Sonix Thai Corporation Co.,Ltd.",FALSE,FALSE,,,19/1 Moo 7 T.Muangwhan,A.Nongseng Saraburi 18170,,,,,,,,,,,,,L,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,7/1/2010,,,0
LSONYSE01,"Sony Semicondustor (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSTATIO01,"Station Machinery Co., Ltd.",FALSE,FALSE,,,"90/1 M.8, T.TAPARAK,","A.MUANG, SAMUTPRAKARN",,,,,,,,,,,,,L,02-757-5001,,02-757-5001,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,15,0,0,999999999,0,TRUE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSTOLZC01,"Stolz Co., Ltd.",FALSE,FALSE,,,2-3-10 Chuo Murayama-City,Yamagata-Pref,995-0035,,,JAPAN,,,,,,,,,L,(81)237-53-3771,,(81)237-53-3781,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSUMITR01,"Sumitronics (Thailand) Co., Ltd.",FALSE,FALSE,,,"18th Floor, Column Tower, 199","Ratchadapisek Rd., Klongtoey,",Bangkok,,10110,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,HEAD OFFICE,,,,0
LSUNCAL01,Suncall high Precision (Thailand) Ltd.,FALSE,FALSE,,,700/477 M.7 T.Donhualaw,A.Muang,Chonburi,,2000,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LSUNFUJ01,"Sun Fuji (Thailand) Ltd., Part.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LTAKAHA01,"Takahashi Korat (1995) Co.,Ltd.",FALSE,FALSE,,,"162 Moo 3 T.Tha-Ang,",Amphur Chokchai,Nakhonratchasima,,30190,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LTAKAHA02,"Takahata Precision (Thailand) Co.,Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LTAKAHA03,Takahashi Plastics Limited,FALSE,FALSE,,,479 Moo. 4 Bangpoo Industrial,"Estate Soi 1,T.Praksa,A.Muang",Samuthprakarn,,,THAILAND,,,,,,,,,,,,,,,,1133-0000-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,10/3/2009,,,0
LTASTHAI01,"TAS THAI CO.,LTD.",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,3/24/08,,,0
LTECHNO01,"Techno Resin Co., Ltd.",FALSE,FALSE,,,"408/38 Phaholyothin Place Bld,","10th FLR, Samsennai Phayathai",Bangkok,,10406,,,,,,,,,,L,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,9/6/2011,,,0
LTHAIAD01,"Thai Adjusting Co., Ltd.",FALSE,FALSE,,,"Room247,24th Fl.,Thai CCTower","889 South Sathorn Rd.,","Yannawa,Sathorn",,,Bankoko,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LTHAIAR01,"Thai Arrow Products Co.,Ltd.",FALSE,FALSE,,,149 Moo.1 T.Bangpla,A.Bangplee Samutprakarn,,,,Thailand,,,,,,,,,,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,1,6/21/17,,,0
LTHAIAR02,"Thai Arrow Products Co.,Ltd.",FALSE,FALSE,,,79 Moo.4   T.Samedtai,A.Bangkhla   Chachoengsao,,,,Thailand,,,,,,,,,,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,2,6/21/17,,,0
